X8	sites
MB2397c	2628494, 2628496
MB2398c	2628761
MB2399c	2628946, 2629080, 2629487, 2629664, 2629820, 2629824, 2629902, 2629917, 2629974
MB2400c	2630191, 2630281, 2630380, 2630432, 2630467, 2630495, 2630510, 2630576, 2630622, 2630812, 2630916, 2630951, 2631389, 2631395, 2631415, 2631586, 2631760, 2631780, 2631793, 2631797, 2631814, 2631869, 2632064, 2632133, 2632163, 2632217, 2632305, 2632313, 2632691, 2632763, 2632810, 2632967, 2633072, 2633145, 2633266, 2633338, 2633404, 2633483, 2633491, 2633549, 2633584, 2633646, 2633757, 2633868, 2633905, 2633993, 2634002, 2634050, 2634145, 2634280, 2634283, 2634313, 2634422, 2634477
MB2401c	"2634805, 2634985, 2635087, 2635090, 2635110, 2635124, 2635144, 2635272, 2635309, 2635324, 2635342, 2635374, 2635573, 2635734, 2635755, 2635779, 2635954, 2635995, 2636017, 2636026, 2636080, 2636224, 2636344, 2636476, 2636489, 2636573, 2636887, 2636903, 2636905, 2636998, 2637062, 2637087, 2637196, 2637215, 2637265, 2637271, 2637293, 2637295, 2637416, 2637454, 2637591, 2637649, 2637681, 2637762, 2637787, 2637811, 2637863, 2637874, 2637883, 2637903, 2637963, 2638030, 2638051, 2638116, 2638140, 2638198, 
2638219, 2638546, 2638662, 2638792, 2638867, 2638909, 2639074, 2639093, 2639148, 2639164, 2639383, 2639452, 2639459, 2639466, 2639539, 2639559"
MB2402c	2639738, 2639880, 2640032, 2640094, 2640186, 2640238, 2640323, 2640483, 2640539, 2640579, 2640698, 2640707, 2640824, 2640832, 2640844, 2640871, 2640880, 2641057, 2641080, 2641091, 2641509, 2641515, 2641648, 2641713, 2641730, 2641736, 2641809, 2641837, 2641869, 2642072, 2642142, 2642156, 2642167, 2642181, 2642194, 2642224, 2642321, 2642387, 2642405, 2642634, 2642654
MB2403c	2642822, 2642828, 2643097, 2643260, 2643397, 2643454, 2643464, 2643518, 2643566, 2643604, 2643691, 2643715, 2643783, 2643863, 2644009
MB2404c	2644130, 2644280, 2644298, 2644474, 2644522, 2644655, 2644690, 2644712, 2644770, 2644860, 2644873, 2644877, 2645156, 2645241, 2645257, 2645525, 2645549, 2645689, 2645723, 2645981, 2645991, 2646136, 2646239, 2646261, 2646364, 2646434, 2646523, 2646581, 2646997, 2647064, 2647360, 2647416, 2647526, 2647535, 2647541, 2647571, 2647604, 2647645, 2647666, 2647669, 2647690, 2647940, 2647954, 2648307
MB2405	2648479, 2648508, 2648523, 2648634, 2648710, 2648761, 2648886, 2649105, 2649146, 2649162, 2649415, 2649439, 2649556, 2649645, 2649660, 2649711, 2649874, 2649885, 2649935, 2649957, 2649986
MB2406	2650263, 2650388, 2650439, 2650442, 2650446, 2650460, 2650530, 2650544, 2650620, 2650629, 2650844, 2650847, 2650944, 2650998, 2651084, 2651107
MB2407c	2651136, 2651154, 2651171, 2651265, 2651294, 2651334, 2651560, 2651742, 2651817, 2651880, 2651996, 2652132, 2652253, 2652290, 2652345, 2652354
MB2407A	2652947, 2653002, 2653066, 2653119, 2653147
MB2408	2653310, 2653358, 2653367, 2653377, 2653385, 2653514, 2653574, 2653577, 2653614, 2653652, 2653706, 2653751, 2653772, 2654061, 2654103, 2654146, 2654246, 2654252, 2654260, 2654285, 2654321, 2654323, 2654411, 2654438
MB2409c	2654573, 2654629, 2654746, 2654756, 2654801, 2654849, 2654903, 2654948, 2655041, 2655125, 2655269, 2655434, 2655441, 2655545, 2655549, 2655563, 2655599
MB2410c	2655822, 2655831, 2655867, 2655971, 2655973, 2656129, 2656173, 2656176, 2656194
MB2411c	2656326, 2656432, 2656436, 2656525
MB2412	2657320, 2657389, 2657410, 2657461, 2657562, 2657587, 2657633, 2657684, 2657767, 2657806, 2658022, 2658083, 2658115, 2658316, 2658545, 2658754
MB2413	2658886, 2659029, 2659033, 2659096, 2659115, 2659122, 2659170, 2659314, 2659336, 2659402, 2659452, 2659478
MB2414	2659949, 2660007, 2660319, 2660334, 2660342, 2660453
MB2415	2660729, 2660778, 2660794, 2660876, 2660885, 2660918, 2660960, 2661036, 2661215, 2661275, 2661323, 2661419, 2661455, 2661548, 2661609, 2661632, 2661650, 2661652, 2661716, 2661738, 2661854, 2661905, 2661970, 2662079, 2662219, 2662312
MB2416	2662619, 2662647, 2662657, 2662688, 2662755, 2662811, 2662852, 2662903, 2662951
MB2417	2663022, 2663036, 2663068, 2663126, 2663246, 2663258, 2663293, 2663550, 2663603, 2663650, 2663743, 2663785, 2663796, 2663826, 2664053, 2664089, 2664110, 2664170, 2664180, 2664186, 2664190, 2664247, 2664341, 2664343, 2664475, 2664502
MB2417A	2664789, 2664884
MB2417B	2665194, 2665196
MB2418	2665330, 2665341, 2665465, 2665515, 2665540, 2665739, 2666025, 2666068, 2666362
MB2419c	2666440, 2666480, 2666500, 2666623, 2666670, 2666777, 2666808, 2666824, 2667132, 2667191, 2667295, 2667364, 2667404, 2667437
MB2420c	2667497, 2667558, 2667567, 2667585, 2667660, 2667689, 2667699, 2667809, 2667997, 2668082, 2668103, 2668124, 2668138, 2668152, 2668227, 2668254
MB2421c	2668324, 2668360, 2668519, 2668575, 2668736, 2668794, 2669037
MB2422c	2669143, 2669307, 2669329, 2669382, 2669476, 2669570, 2669597, 2669626, 2669634, 2669690, 2669879, 2669920, 2669927, 2670007, 2670029, 2670131
MB2423	2670234, 2670359, 2670402, 2670523
MB2424c	2670610
MB2425	2670948, 2671016, 2671063, 2671207, 2671237, 2671281, 2671320, 2671462, 2671489, 2671504, 2671517, 2671681, 2671774, 2671813, 2671891, 2671897, 2671939, 2672038, 2672095, 2672134, 2672182, 2672222, 2672395, 2672485, 2672620, 2672693, 2672779, 2672935
MB2426c	2673153, 2673189, 2673466, 2673487, 2673522
MB2427c	2673918, 2674059, 2674065, 2674170, 2674185, 2674251, 2674281, 2674383, 2674464, 2674602, 2674659, 2674680, 2674692, 2674818, 2674962, 2674980, 2674989, 2675017, 2675160, 2675238, 2675331, 2675376, 2675466, 2675479, 2675572, 2675704
MB2428	2675790, 2675968, 2676028, 2676175, 2676197, 2676221, 2676234, 2676281, 2676304, 2676316
MB2429c	2676505, 2676572, 2676671, 2676695, 2676733, 2676741, 2676801
MB2430	2677361, 2677374, 2677398, 2677573, 2677626, 2677757, 2677825, 2677897, 2677988, 2678017
MB2431	2678632, 2678637, 2678757, 2678780, 2678826, 2678845, 2678855, 2679055, 2679090, 2679147, 2679177, 2679188, 2679204, 2679240, 2679293, 2679322, 2679329
MB2432c	2679333, 2679345, 2679471, 2679509, 2679754, 2679762, 2679769, 2679771, 2679777, 2679864, 2679888, 2679894
MB2433c	2680007, 2680129, 2680295, 2680307, 2680569, 2680571, 2680680, 2680862, 2680877
MB2434c	2680966, 2681166, 2681209, 2681359, 2681485, 2681488, 2681509, 2681515, 2681665, 2681707, 2681709, 2681791, 2681803, 2681890, 2681971, 2682172, 2682187, 2682394, 2682398, 2682406, 2682460, 2682478
MB2435	2682756
MB2436c	2683004, 2683035, 2683157, 2683231, 2683346, 2683354, 2683500, 2683621, 2683666, 2683763, 2683812
MB2437c	2683902, 2683972, 2684069, 2684777, 2684797, 2684900, 2684983, 2685053, 2685234, 2685250, 2685443, 2685472
MB2438c	2685573, 2685687, 2685699, 2685726, 2685796, 2685868, 2685889, 2686014, 2686039, 2686063, 2686096, 2686168, 2686294
MB2439c	2686850, 2686864, 2686908, 2686960, 2687000, 2687026, 2687067, 2687224, 2687252, 2687261, 2687278, 2687356, 2687393, 2687455, 2687526, 2687537, 2687552, 2687568, 2687605, 2687738, 2687875, 2687910, 2687946
MB2440c	2688069, 2688101, 2688137, 2688446, 2688473, 2688502, 2688592, 2688605, 2688640, 2688674, 2688711, 2688823, 2688886
MB2441c	2689098, 2689103, 2689114, 2689147, 2689223, 2689236, 2689267, 2689313, 2689382, 2689420, 2689424, 2689453, 2689456, 2689594, 2689606, 2689623, 2689635, 2689673, 2689676, 2689725
MB2442c	2689925, 2690117, 2690211, 2690234, 2690243, 2690349
MB2443c	2690419, 2690468, 2690516, 2690772
MB2444c	2690833, 2690854, 2690881, 2690993, 2691019, 2691087, 2691096, 2691121, 2691175, 2691252, 2691256, 2691318, 2691376
MB2445	2691693, 2691762, 2691776, 2691908, 2691949
MB2446	2692198, 2692262, 2692325, 2692430, 2692466, 2692496, 2692535, 2692627, 2692669, 2692829, 2692967, 2693009, 2693011, 2693088, 2693090, 2693096, 2693144
MB2447c	2693469, 2693490, 2693613, 2693616, 2693628, 2693965, 2694037
MB2449c	2694461, 2694472, 2694539, 2694656, 2694749, 2694773, 2694808, 2694837, 2694910, 2695214, 2695355, 2695378, 2695424, 2695457, 2695466, 2695563, 2695676, 2695680, 2695887
MB2450c	2695903, 2696063, 2696142, 2696191, 2696486, 2696501, 2696518, 2696548, 2696701
MB2451c	2696864, 2696995, 2697054, 2697064, 2697123, 2697161, 2697292, 2697330, 2697383, 2697536, 2697657, 2697721, 2697723, 2697908
MB2452c	2698135, 2698149, 2698181, 2698201, 2698229, 2698377, 2698419
MB2453c	2698562
MB2454	2698777, 2698803, 2698866, 2698877, 2698952, 2699174, 2699248, 2699320, 2699352
MB2455	2699385, 2699387, 2699416, 2699483, 2699531, 2699534, 2699622, 2699632, 2699662, 2699714, 2699805, 2699810, 2699900, 2699911
MB2456c	2699921, 2699966, 2700037, 2700079, 2700166, 2700188, 2700208, 2700448, 2700450, 2700478
MB2457c	2700542, 2700546, 2700581, 2700585, 2700656, 2700668, 2700787
MB2458c	2701064, 2701072, 2701077, 2701137, 2701230, 2701254
MB2459c	2701479, 2701512, 2701529, 2701589
MB2460c	2701985, 2702024, 2702071, 2702089, 2702114, 2702208, 2702230, 2702305, 2702351, 2702394, 2702474, 2702534, 2702697, 2702737, 2702760, 2702859, 2702979, 2702986, 2703039, 2703066, 2703106
MB2461c	2703153, 2703167, 2703228, 2703246, 2703282, 2703315, 2703346, 2703367, 2703434, 2703460, 2703501, 2703731, 2703737, 2703820, 2703848, 2703867, 2703979, 2704092, 2704111, 2704119, 2704269, 2704335, 2704351, 2704396, 2704503, 2704519, 2704528, 2704558, 2704563, 2704590, 2704612, 2704639, 2704641, 2704648, 2704670, 2704683, 2704713, 2704809, 2704812, 2704824, 2704870, 2704914, 2704917, 2705025, 2705057, 2705109, 2705123, 2705145, 2705179, 2705257, 2705269
MB2462	2705824, 2705859, 2706003, 2706124, 2706222, 2706455, 2706483, 2706531
MB2463	2706985, 2707020, 2707055, 2707138, 2707160, 2707231, 2707283, 2707310, 2707319
MB2464c	2707419, 2707512, 2707520, 2707571, 2707676, 2707684, 2707708, 2707807, 2707901, 2707928, 2707975, 2708001, 2708012, 2708057, 2708078, 2708142, 2708181, 2708327, 2708375, 2708384, 2708509, 2708717, 2708723, 2708908, 2709014, 2709026, 2709034, 2709038, 2709095, 2709136, 2709142, 2709214, 2709217, 2709233, 2709307, 2709386, 2709395
MB2465	2709458, 2709528
MB2466c	2709692, 2709702, 2709769, 2709818, 2709838, 2709909, 2709998, 2710108, 2710170, 2710182, 2710274, 2710517, 2710749
MB2467c	2711062, 2711162, 2711236, 2711455, 2711544, 2711695, 2711855, 2711949, 2711970, 2712029
MB2468c	2712381, 2712480, 2712530, 2712537
MB2469c	2712622, 2712682, 2712710, 2712892, 2712922
MB2470	2713327, 2713361, 2713386, 2713571, 2713578, 2713626, 2713639, 2713654, 2713765, 2713791, 2713905, 2713948, 2714009, 2714052, 2714096, 2714100, 2714111, 2714225, 2714251, 2714255, 2714703, 2714756
MB2471c	2715176, 2715605, 2715775, 2715820, 2715925, 2716002, 2716055, 2716171, 2716223, 2716230, 2716261, 2716342, 2716423, 2716510, 2716770, 2716809, 2716844, 2716925, 2716979, 2717103, 2717143, 2717219, 2717221, 2717265, 2717490, 2717553
MB2472c	2717889, 2717972, 2718083, 2718150, 2718278
MB2473c	2718357, 2718390, 2718447, 2718533, 2718561, 2718605, 2718611
MB2474c	2718855, 2719304, 2719316, 2719345, 2719375, 2719562, 2719743, 2719802, 2719814, 2719968, 2719982, 2720074
MB2475c	2720618, 2720624, 2720654, 2720718, 2720842, 2720875, 2720905, 2721031, 2721364, 2721391, 2721467, 2721550, 2721787, 2722195, 2722199, 2722231, 2722300, 2722318, 2722496, 2722585, 2722693, 2722729, 2722753, 2722799
MB2476c	2722892, 2722974, 2723059, 2723095, 2723122, 2723137, 2723140, 2723199, 2723227, 2723280, 2723307, 2723326, 2723344, 2723521, 2723532, 2723558, 2723683, 2723685, 2723692, 2723773, 2723824, 2723869, 2723878, 2724070, 2724109, 2724137
MB2477c	2724390, 2724393, 2724465, 2724574, 2724739
MB2478	2724898, 2724963, 2725016, 2725057, 2725137, 2725180
MB2479c	2725447, 2725481, 2725493, 2725496, 2725521, 2725524, 2725553
MB2480c	2725593, 2725764, 2725779, 2725786, 2725869, 2726068
MB2481c	2726283, 2726308, 2726392, 2726494, 2726678, 2726812, 2726833, 2726943, 2727019, 2727031, 2727034, 2727136
MB2482c	2727418, 2727457, 2727489, 2727493, 2727597, 2727617, 2727669, 2727790, 2727801, 2727912, 2727952, 2728044, 2728143, 2728184, 2728217, 2728320, 2728432, 2728440, 2728494, 2728507, 2728527, 2728556, 2728563, 2728596, 2728701, 2728732, 2728824, 2728863, 2728931, 2728942, 2729013, 2729021, 2729085, 2729150
MB2483c	2729583, 2729637, 2729674, 2729725, 2729759, 2729832, 2729839, 2729853, 2729940, 2730169, 2730179, 2730282, 2730343, 2730462, 2730657, 2730659, 2730669
MB2484c	2730783, 2730909, 2731053, 2731281, 2731372, 2731462, 2731512, 2731545, 2731561, 2731599, 2731648, 2731677, 2731785, 2731794, 2731825, 2731842, 2731936, 2731965, 2732051, 2732062
MB2485	2732493, 2732500, 2732539, 2732576, 2732660, 2732686, 2732716, 2732728, 2732783, 2732874, 2732893, 2733064, 2733110, 2733200, 2733213
MB2486	2733578, 2733591, 2733632, 2733685, 2733699, 2733747, 2733786, 2733846, 2733966, 2734033, 2734058, 2734122, 2734134, 2734214, 2734235, 2734308, 2734381, 2734786, 2734806, 2734833, 2734893, 2734952
MB2487c	2735133, 2735160, 2735167, 2735466, 2735481, 2735526, 2735536, 2735652, 2735709
MB2488c	2735801, 2736011, 2736027, 2736077, 2736116, 2736161, 2736217, 2736287, 2736306
MB2489c	2736569, 2736685, 2736715, 2736795, 2736911, 2736961, 2736996, 2737110, 2737140, 2737154, 2737332, 2737427, 2737431, 2737567, 2737639, 2737707, 2737771, 2737823
PROU	2737957, 2737970
GLYV	2738122, 2738133, 2738141, 2738154
MB2490	2738278, 2738441, 2738452, 2738520, 2738546, 2738703, 2738762, 2738775, 2738783, 2738860, 2738867, 2738926, 2739072, 2739201, 2739306, 2739312, 2739384, 2739400, 2739411
MB2491c	2739533, 2739539, 2739563, 2739732, 2739737, 2739787, 2739843, 2740028, 2740067, 2740224
MB2492c	2740291, 2740310, 2740365, 2740597, 2740615, 2740690, 2740714
MB2493c	2740836, 2740890, 2740903, 2741002, 2741064, 2741077, 2741187, 2741243, 2741277, 2741312
MB2494	2741612, 2741626, 2741800, 2741875, 2741883, 2741932, 2741938, 2742086, 2742102, 2742121, 2742148, 2742169, 2742205, 2742229, 2742280, 2742304, 2742319, 2742394, 2742427, 2742622, 2742712, 2742751, 2742790, 2743033, 2743180, 2743211, 2743223, 2743388, 2743414, 2743519, 2743521, 2743571, 2743619, 2743652, 2743918, 2743940, 2743990
MB2495c	2744272, 2744363, 2744486, 2744522, 2744570
MB2495A	2744808, 2744905
MB2496c	2744963, 2745093, 2745154, 2745191, 2745254, 2745269, 2745408, 2745419, 2745553, 2745609
MB2497	2745767, 2745818, 2745843, 2745857, 2745873, 2745914, 2745935, 2746030, 2746094
MB2498	2746249, 2746258, 2746402, 2746594, 2746714, 2746984, 2747018, 2747044, 2747218, 2747299, 2747567, 2747571, 2747633, 2747776
MB2499	2747922, 2747983, 2748039, 2748082, 2748101, 2748123
MB2500	2748164, 2748250, 2748270, 2748289, 2748392, 2748404, 2748425, 2748579, 2748655, 2748657, 2748670, 2748749, 2748769, 2748797, 2748848
MB2501c	2748927, 2749202, 2749215, 2749269, 2749284, 2749403, 2749415, 2749426, 2749441
MB2502c	2749550, 2749574, 2749594, 2749620, 2749697, 2749750, 2749784, 2749848, 2749910
MB2503c	"2750135, 2750184, 2750194, 2750198, 2750308, 2750377, 2750383, 2750404, 2750569, 2750710, 2750767, 2750884, 2750922, 2750934, 2751088, 2751192, 2751502, 2751560, 2751667, 2751703, 2751855, 2751939, 2751988, 2752036, 2752079, 2752098, 2752105, 2752213, 2752459, 2752474, 2752533, 2752573, 2752763, 2752795, 2752807, 2752831, 2752840, 2753029, 2753278, 2753302, 2753309, 2753596, 2753614, 2753635, 2753929, 2753950, 2753956, 2753965, 2753974, 2754065, 2754085, 2754118, 2754354, 2754472, 2754503, 2754583, 
2754631, 2754730, 2754742, 2754812"
MB2504c	2754938, 2754969, 2755019, 2755285, 2755320, 2755340, 2755377, 2755379, 2755451, 2755540, 2755622, 2755629, 2755663, 2755742, 2755883, 2755892, 2755904, 2755910, 2755964, 2756000, 2756044, 2756134, 2756273, 2756484, 2756528, 2756562, 2756597
MB2505c	2756695, 2756703, 2756845, 2756892, 2756947, 2756959, 2757047
MB2506c	2757789, 2757797, 2757799, 2757814, 2757938, 2758099
MB2507c	2758128, 2758200, 2758226, 2758249, 2758277, 2758458, 2758512, 2758623, 2758767, 2758799, 2758803, 2758808, 2758941, 2759148, 2759184, 2759229, 2759274, 2759283, 2759361, 2759376, 2759472, 2759481, 2759496, 2759500, 2759502, 2759521, 2759642, 2759661, 2759730, 2759739, 2759798, 2759940, 2759961, 2760040, 2760115, 2760153, 2760241, 2760347, 2760460
MB2508c	2760513, 2760558, 2760597, 2760624, 2760654, 2760725, 2760779, 2760801, 2760963, 2761002, 2761014, 2761039, 2761248, 2761344, 2761393, 2761565, 2761598, 2761604, 2761705, 2761862, 2761891, 2761959, 2762013, 2762037, 2762170
MB2509c	2762276, 2762395, 2762433, 2762439, 2762471, 2762476, 2762487, 2762506, 2762510, 2762521, 2762702, 2762830, 2762863, 2762939, 2762967, 2763019, 2763200, 2763226, 2763314, 2763351, 2763652
MB2510c	2763997, 2764096, 2764219, 2764264, 2764271, 2764316, 2764339, 2764348, 2764351, 2764368, 2764495, 2764582, 2764636, 2764716, 2764743, 2764768, 2764795, 2764824, 2764884, 2764992, 2765201
ARGW	2765396, 2765409, 2765425, 2765432
MB2511	2765572, 2765711, 2765720, 2765813, 2765821, 2765844, 2765850, 2766047, 2766101, 2766257, 2766331
MB2512c	2766719, 2766812, 2767014
MB2513c	2767369, 2767412, 2767492, 2767510, 2767519, 2767541, 2767570, 2767592, 2767933
MB2514c	2768089, 2768338, 2768397, 2768413, 2768513, 2768537, 2768544
MB2515c	2768680, 2768767, 2768811, 2768856, 2768938, 2769038, 2769052, 2769183, 2769187, 2769281, 2769375, 2769638, 2769850, 2769952, 2770020, 2770022, 2770047, 2770077, 2770108, 2770284, 2770372, 2770438, 2770455, 2770543, 2770706, 2770995, 2771079, 2771102, 2771215, 2771300, 2771500, 2771504, 2771561, 2771634, 2771937, 2771976, 2772011, 2772033, 2772041, 2772059
MB2516c	2772099, 2772108, 2772150, 2772303, 2772348
MB2517c	2772467, 2773001, 2773005, 2773032, 2773154, 2773197, 2773246, 2773360, 2773795, 2774028, 2774229, 2774589, 2774976, 2775123, 2775127, 2775262, 2775294, 2775339, 2775733, 2775765, 2775867, 2775918
MB2518c	2775926, 2776321, 2776329, 2776430, 2776446, 2776676, 2776701, 2776862, 2776910, 2776962, 2777109, 2777185, 2777250, 2777260, 2777360, 2777384, 2777437
MB2519	2777938, 2777941, 2777951, 2777996, 2778008, 2778145, 2778161, 2778171, 2778187, 2778202, 2778206, 2778210, 2778263, 2778312, 2778476, 2778494
MB2520	2778499, 2778503, 2778517, 2778525, 2778538, 2778614, 2778616, 2778657, 2778671, 2778700, 2778712, 2778734, 2778786, 2778799, 2778826, 2778844, 2778885, 2778894, 2778911, 2778927, 2778949, 2778981, 2779002, 2779052, 2779063, 2779151, 2779155, 2779167, 2779205, 2779236
MB2522	2779598, 2779678, 2779729, 2779768, 2779941
MB2523c	2779967, 2780278, 2780287, 2780401, 2780446, 2780466, 2780499, 2780557, 2780779, 2780811, 2780840, 2780874, 2780914, 2780956, 2780978
MB2524c	2781229, 2781277, 2781319, 2781461, 2781470, 2781499, 2781504, 2781569, 2781595, 2781616, 2781661, 2781718, 2781823, 2781862, 2781909, 2781927, 2781986, 2782053, 2782081
MB2525c	2782271, 2782330, 2782405, 2782409, 2782514, 2782586, 2782634, 2782656, 2782718, 2782768, 2782984, 2782988, 2783006, 2783035, 2783087, 2783162, 2783201, 2783223, 2783304
MB2526c	2783723, 2783842, 2783921, 2784129, 2784131, 2784177, 2784192
MB2527c	2784395, 2784518, 2784524, 2784541, 2784808, 2784897
MB2528c	2784961, 2785020, 2785038, 2785048, 2785056, 2785067, 2785179, 2785182, 2785245, 2785287, 2785383, 2785480, 2785482, 2785627, 2785800, 2785880, 2785899, 2785920, 2785980, 2786053, 2786070, 2786081, 2786084, 2786104
MB2529c	2786125, 2786145, 2786190, 2786315, 2786443, 2786463, 2786615, 2786692, 2786709, 2786763, 2786938, 2786964, 2787064, 2787173, 2787212, 2787286, 2787498, 2787503, 2787579, 2787844, 2787910, 2787994, 2788017, 2788071, 2788074
MB2530c	2788112, 2788189, 2788194, 2788223, 2788226, 2788247, 2788415, 2788436, 2788440, 2788451, 2788547, 2788654, 2788733, 2788737, 2788799, 2788832, 2788850, 2789120, 2789198, 2789279, 2789295, 2789348, 2789351, 2789355, 2789456, 2789607, 2789659, 2789665
MB2531c	2789730, 2789862, 2789928, 2789988, 2790160, 2790265
MB2532c	2790416, 2790525, 2790603, 2790672, 2790724, 2790726, 2790737, 2790849, 2790890, 2791034, 2791078
MB2533c	2791180, 2791215, 2791261, 2791300, 2791375, 2791415, 2791513, 2791603, 2791621, 2791795, 2791817, 2791874, 2791903, 2791957, 2792070, 2792089, 2792128, 2792152, 2792168, 2792181, 2792200, 2792221, 2792232, 2792250, 2792386, 2792409, 2792441, 2792449, 2792470, 2792481, 2792490, 2792518, 2792638, 2792689, 2792764, 2792784
MB2534	2793106, 2793207, 2793299, 2793336, 2793352, 2793462, 2793518, 2793563, 2793565
MB2535	2793686, 2793694, 2793748, 2793766, 2793778, 2793787, 2793886, 2793895, 2794098, 2794167, 2794176, 2794182, 2794219, 2794258, 2794280, 2794418, 2794465
MB2536c	2794512, 2794651, 2794691, 2794948, 2794965, 2795007, 2795029, 2795136, 2795235, 2795264, 2795284, 2795317, 2795392, 2795458, 2795680, 2795795
MB2537	2796054, 2796254, 2796342, 2796354, 2796409, 2796466, 2796627, 2796669, 2796690
MB2538c	2796789, 2796877, 2796945, 2796982, 2796984, 2797107, 2797165, 2797183, 2797226, 2797284, 2797463, 2797704, 2797733, 2797811, 2798236, 2798297
MB2539	2798438, 2798600, 2798629, 2798743, 2798791, 2798803, 2798881, 2798919, 2799010
HIST	2799069, 2799081
MB2540c	2799765, 2799864, 2799974, 2800121, 2800131, 2800167, 2800239, 2800528, 2800530, 2800568, 2800667, 2800680, 2800752, 2800993
MB2541	2801075, 2801083, 2801103, 2801113, 2801132
MB2542	2801412, 2801436, 2801551, 2801560, 2801606, 2801615, 2801683, 2801789
MB2543c	2802111, 2802113, 2802127, 2802180, 2802528, 2802539
MB2544c	2802553, 2802619, 2802682, 2802707, 2802715, 2802796, 2802828, 2802892, 2803156, 2803166, 2803264, 2803289, 2803362, 2803386, 2803416, 2803515, 2803573, 2803677
MB2545c	2803919, 2803976, 2803978, 2804011, 2804184, 2804193, 2804231, 2804253, 2804481, 2804518, 2804526, 2804582, 2804620
MB2546c	2804808, 2804827, 2804837, 2804861, 2804863, 2804881, 2804893
MB2547c	2805318, 2805406, 2805447, 2805555, 2805614, 2805621, 2805651, 2805669, 2805671, 2805725, 2805755, 2805858, 2805886, 2805931, 2805942, 2806080, 2806173, 2806185, 2806510
LYSU	2806709, 2806721, 2806737
MB2548	2807105, 2807132, 2807153, 2807164, 2807176, 2807251, 2807306, 2807416, 2807437, 2807490, 2807564, 2807604, 2807684, 2807779, 2807803, 2807847, 2807884, 2807954, 2807983, 2808070, 2808157, 2808175, 2808262, 2808282, 2808296, 2808319, 2808325, 2808386, 2808410, 2808412, 2808414, 2808429, 2808457, 2808469
MB2549c	2808802
MB2550	2808982, 2809006, 2809012, 2809107, 2809137, 2809216, 2809234, 2809309, 2809338, 2809361, 2809363
MB2551c	2809469, 2809549, 2809602, 2809629, 2809750, 2809783, 2809823, 2809883, 2809895, 2809913, 2809929, 2810015, 2810114, 2810320, 2810352, 2810439
MB2552c	2810828, 2810874
MB2553c	"2811339, 2811341, 2811446, 2811524, 2811754, 2812412, 2812416, 2812424, 2812452, 2812514, 2812586, 2812654, 2813012, 2813063, 2813186, 2813510, 2813684, 2813993, 2814035, 2814053, 2814065, 2814200, 2814245, 2814285, 2814300, 2814436, 2814678, 2814986, 2814995, 2815418, 2815643, 2815748, 2815945, 2815964, 2816096, 2816186, 2816216, 2816336, 2816360, 2816413, 2816540, 2816584, 2817096, 2817932, 2818156, 2818313, 2818334, 2818361, 2818673, 2818700, 2818778, 2818782, 2819087, 2819117, 2819363, 2819789, 
2819947, 2820177, 2820259, 2820367, 2820440, 2820483"
MB2554c	2821061, 2821131, 2821172, 2821208, 2821259, 2821307, 2821328, 2821337, 2821364, 2821478, 2821484, 2821589, 2821652, 2821782
MB2555	2822306, 2822498
MB2556	2822643, 2822660, 2822667, 2822697, 2822758, 2822803, 2822862, 2822881, 2822922
MB2557c	2822960, 2822992, 2823140, 2823224, 2823242, 2823338, 2823363, 2823557, 2823713, 2823833
MB2558	2824499, 2824510, 2824572, 2824647, 2824711, 2824935, 2824992, 2825036, 2825054, 2825085, 2825142, 2825268, 2825274, 2825280, 2825284
MB2559c	2825476, 2825548, 2825758
MB2559Ac	2826010, 2826029, 2826067, 2826080, 2826115
MB2560c	2826221, 2826248, 2826330, 2826369, 2826407, 2826426, 2826449, 2826501, 2826522, 2826531, 2826608, 2826653, 2826732, 2826787, 2826846, 2826871, 2826963, 2827086, 2827265, 2827302, 2827398, 2827410, 2827500, 2827544, 2827575, 2827692, 2827701, 2827716, 2827728, 2827737, 2827751, 2827761, 2827869, 2827998, 2828094, 2828127, 2828138, 2828187, 2828202, 2828256, 2828583, 2828609, 2828667, 2828684, 2828707, 2828728, 2828772, 2828781, 2828790, 2828842, 2828919
MB2561c	2829070, 2829099, 2829238, 2829317, 2829344, 2829380
MB2562c	2829642, 2829772, 2829780, 2829890
MB2563c	2829957, 2829961, 2829983, 2829997, 2830134, 2830136, 2830236, 2830278, 2830284, 2830291, 2830457
MB2564c	2830509, 2830598, 2830637, 2830641, 2830679, 2830684, 2830721, 2830770, 2830878, 2830886, 2830930, 2830941, 2831192, 2831224, 2831382, 2831528, 2831532, 2831543
MB2565	2831665, 2831778, 2831904, 2831951, 2831963, 2832144, 2832277, 2832350
MB2566c	2832377, 2832381, 2832399, 2832450, 2832493, 2832637, 2832726
MB2567c	2832818, 2832826, 2832965, 2833132, 2833145, 2833741, 2833832
MB2568c	2833928, 2833993, 2834026, 2834116, 2834234
MB2569c	2834416, 2834467, 2834776, 2835031, 2835039, 2835063, 2835094, 2835250, 2835268, 2835432, 2835490
MB2570	2835715, 2835977, 2836020
MB2571	2836392, 2836475, 2836728, 2836824, 2836978, 2837038, 2837052, 2837199, 2837268, 2837428
MB2572	2837749, 2837764, 2837862, 2837884, 2837968, 2838046, 2838095, 2838120, 2838145, 2838149, 2838171, 2838192, 2838230
